ID,Start time,Completion time,Email,Name,Your name  (FirstName LastName),Your student ID,Your workshop class,"If you prefer to be in a team with particular students, list their student IDs separated by commas (max. 6 student IDs):",What project option do you prefer?,What technologies/languages would you prefer to use in project?,Timezone in which the team should preferably work,Preferred week days for team work?,Preferred day/night times for team-work
92,9/12/2022 11:30,9/12/2022 11:35,s9121281@student.rmit.edu.au,Jerry Sling,Jerry Sling,s9121281,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
93,9/12/2022 12:15,9/12/2022 12:15,s8877263@student.rmit.edu.au,Aaden Zizi,Aaden Zizi,s8877263,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
94,9/12/2022 12:45,9/12/2022 12:48,s8377362@student.rmit.edu.au,Ronald Big,Ronald Big,s8377362,WRK03/04,"s8377362,s9384928",Desktop-app;,C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
95,9/12/2022 13:01,9/12/2022 13:01,s3728192@student.rmit.edu.au,Hina Linda,Hina Linda,s3728192,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
96,9/12/2022 13:21,9/12/2022 13:24,s7766554@student.rmit.edu.au,Jim Mowing,Jim Mowing,s7766554,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
97,9/12/2022 13:24,9/12/2022 13:27,s5544445@student.rmit.edu.au,Fled Smithers,Fled Smithers,s5544445,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
98,9/12/2022 13:45,9/12/2022 13:47,s7388890@student.rmit.edu.au,Homer Van,Homer Van,s7388890,WRK03/04,,Desktop-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
99,9/12/2022 13:54,9/12/2022 13:56,s6655352@student.rmit.edu.au,Marge Van,Marge Van,s6655352,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
100,9/12/2022 14:01,9/12/2022 14:11,s1122121@student.rmit.edu.au,Lisa Rhythm,Lisa Rhythm,s1122121,WRK02/03,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
101,9/12/2022 14:23,9/12/2022 14:37,s1090897@student.rmit.edu.au,Bart Skater,Bart Skater,s1090897,WRK02/03,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
102,9/12/2022 14:41,9/12/2022 14:50,s6677878@student.rmit.edu.au,Maggie Todd,Maggie Todd,s6677878,WRK02/03,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
103,9/12/2022 15:00,9/12/2022 15:11,s7788122@student.rmit.edu.au,Jamey Round,Jamey Round,s7788122,WRK02/03,,Android-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
104,9/12/2022 15:16,9/12/2022 15:27,s9876543@student.rmit.edu.au,Kim Square,Kim Square,s9876543,WRK03/04,,Desktop-app;,Java;Python;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
105,9/12/2022 15:31,9/12/2022 15:35,s8765432@student.rmit.edu.au,Hye Man,Hye Man,s8765432,WRK03/04,,Web-app;,Java;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
106,9/12/2022 14:01,9/12/2022 14:11,s1122121@student.rmit.edu.au,Lisa Rhythm,Lisa Rhythm,s1122121,WRK02/03,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
107,9/12/2022 14:23,9/12/2022 14:37,s1090897@student.rmit.edu.au,Bart Skater,Bart Skater,s1090897,WRK02/03,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
108,9/12/2022 15:35,9/12/2022 15:50,s7654321@student.rmit.edu.au,Yeona Cue,Yeona Cue,s7654321,WRK01/02,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
109,9/11/2022 14:43,9/11/2022 14:47,s9384928@student.rmit.edu.au,Smind Ryne,Smind Ryne,s9384928,WRK01/02,"s9384928,s8377362",Desktop-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
110,9/11/2022 15:07,9/11/2022 15:09,s8394251@student.rmit.edu.au,Harry Jarger,Harry Jarger,s8394251,WRK01/02,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;"
111,9/11/2022 15:47,9/11/2022 15:47,s9989878@student.rmit.edu.au,Eren Bagel,Eren Bagel,s9989878,WRK01/02,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
112,9/11/2022 15:47,9/11/2022 15:47,s9989878@student.rmit.edu.au,Eren Bagel,Eren Bagel,s9989878,WRK01/02,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
113,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
114,9/12/2022 11:30,9/12/2022 11:35,s9121281@student.rmit.edu.au,Jerry Sling,Jerry Sling,s9121281,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
115,9/12/2022 12:15,9/12/2022 12:15,s8877263@student.rmit.edu.au,Aaden Zizi,Aaden Zizi,s8877263,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
116,9/12/2022 12:45,9/12/2022 12:48,s8377362@student.rmit.edu.au,Ronald Big,Ronald Big,s8377362,WRK03/04,"s8377362,s9384928",Desktop-app;,C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
117,9/12/2022 13:01,9/12/2022 13:01,s3728192@student.rmit.edu.au,Hina Linda,Hina Linda,s3728192,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
118,9/12/2022 13:21,9/12/2022 13:24,s7766554@student.rmit.edu.au,Jim Mowing,Jim Mowing,s7766554,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
119,9/12/2022 13:24,9/12/2022 13:27,s5544445@student.rmit.edu.au,Fled Smithers,Fled Smithers,s5544445,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
120,9/12/2022 13:45,9/12/2022 13:47,s7388890@student.rmit.edu.au,Homer Van,Homer Van,s7388890,WRK03/04,,Desktop-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
121,9/12/2022 13:54,9/12/2022 13:56,s6655352@student.rmit.edu.au,Marge Van,Marge Van,s6655352,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
122,9/12/2022 14:01,9/12/2022 14:11,s1122121@student.rmit.edu.au,Lisa Rhythm,Lisa Rhythm,s1122121,WRK02/03,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
123,9/12/2022 14:23,9/12/2022 14:37,s1090897@student.rmit.edu.au,Bart Skater,Bart Skater,s1090897,WRK02/03,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
124,9/12/2022 15:35,9/12/2022 15:50,s7654321@student.rmit.edu.au,Yeona Cue,Yeona Cue,s7654321,WRK01/02,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
125,9/11/2022 14:43,9/11/2022 14:47,s9384928@student.rmit.edu.au,Smind Ryne,Smind Ryne,s9384928,WRK01/02,"s9384928,s8377362",Desktop-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
126,9/11/2022 15:07,9/11/2022 15:09,s8394251@student.rmit.edu.au,Harry Jarger,Harry Jarger,s8394251,WRK01/02,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;"
127,9/11/2022 15:47,9/11/2022 15:47,s9989878@student.rmit.edu.au,Eren Bagel,Eren Bagel,s9989878,WRK01/02,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
128,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
129,9/12/2022 11:30,9/12/2022 11:35,s9121281@student.rmit.edu.au,Jerry Sling,Jerry Sling,s9121281,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
130,9/12/2022 12:15,9/12/2022 12:15,s8877263@student.rmit.edu.au,Aaden Zizi,Aaden Zizi,s8877263,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
131,9/12/2022 12:45,9/12/2022 12:48,s8377362@student.rmit.edu.au,Ronald Big,Ronald Big,s8377362,WRK03/04,"s8377362,s9384928",Desktop-app;,C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
132,9/12/2022 13:01,9/12/2022 13:01,s3728192@student.rmit.edu.au,Hina Linda,Hina Linda,s3728192,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
133,9/12/2022 13:21,9/12/2022 13:24,s7766554@student.rmit.edu.au,Jim Mowing,Jim Mowing,s7766554,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
134,9/12/2022 13:24,9/12/2022 13:27,s5544445@student.rmit.edu.au,Fled Smithers,Fled Smithers,s5544445,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
135,9/12/2022 13:45,9/12/2022 13:47,s7388890@student.rmit.edu.au,Homer Van,Homer Van,s7388890,WRK03/04,,Desktop-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
136,9/12/2022 13:54,9/12/2022 13:56,s6655352@student.rmit.edu.au,Marge Van,Marge Van,s6655352,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
137,9/12/2022 14:01,9/12/2022 14:11,s1122121@student.rmit.edu.au,Lisa Rhythm,Lisa Rhythm,s1122121,WRK02/03,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
138,9/12/2022 14:23,9/12/2022 14:37,s1090897@student.rmit.edu.au,Bart Skater,Bart Skater,s1090897,WRK02/03,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
139,9/12/2022 15:35,9/12/2022 15:50,s7654321@student.rmit.edu.au,Yeona Cue,Yeona Cue,s7654321,WRK01/02,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
140,9/12/2022 16:11,9/12/2022 16:47,s6543210@student.rmit.edu.au,Sky Blue,Sky Blue,s6543210,WRK01/02,,Web-app;,Python;C++;C;Python;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
141,9/13/22 12:17,9/13/22 12:20,s5432109@student.rmit.edu.au,Red Foo,Red Foo,s5432109,WRK01/02,s6736251,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
142,9/13/22 12:30,9/13/22 12:32,s4321098@student.rmit.edu.au,Magdi Apple,Magdi Apple,s4321098,WRK01/02,,Android-app;,Java;Python;C++;C;Python;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
143,9/13/22 12:42,9/13/22 12:45,s3210987@student.rmit.edu.au,Sharon Henry,Sharon Henry,s3210987,WRK01/02,,Desktop-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
144,9/13/22 13:15,9/13/22 13:20,s2109876@student.rmit.edu.au,Pippy Nother,Pippy Nother,s2109876,WRK01/02,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
145,9/13/22 14:10,9/13/22 14:12,s6736251@student.rmit.edu.au,Joel Quebek,Joel Quebek,s6736251,WRK01/02,s9384928,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
146,9/11/2022 12:25,9/11/2022 12:26,s9685748@student.rmit.edu.au,Mary Silver,Mary Silver,s9685748,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
147,9/11/2022 13:30,9/11/2022 13:32,s8394736@student.rmit.edu.au,Jerry Randy,Jerry Randy,s8394736,WRK01/02,s8377362,Desktop-app;,Java;Python;Python;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
148,9/11/2022 14:43,9/11/2022 14:47,s9384928@student.rmit.edu.au,Smind Ryne,Smind Ryne,s9384928,WRK01/02,"s9384928,s8377362",Desktop-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
149,9/11/2022 15:07,9/11/2022 15:09,s8394251@student.rmit.edu.au,Harry Jarger,Harry Jarger,s8394251,WRK01/02,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;"
150,9/11/2022 15:47,9/11/2022 15:47,s9989878@student.rmit.edu.au,Eren Bagel,Eren Bagel,s9989878,WRK01/02,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
151,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
152,9/12/2022 11:30,9/12/2022 11:35,s9121281@student.rmit.edu.au,Jerry Sling,Jerry Sling,s9121281,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
153,9/12/2022 12:15,9/12/2022 12:15,s8877263@student.rmit.edu.au,Aaden Zizi,Aaden Zizi,s8877263,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
154,9/12/2022 12:45,9/12/2022 12:48,s8377362@student.rmit.edu.au,Ronald Big,Ronald Big,s8377362,WRK03/04,"s8377362,s9384928",Desktop-app;,C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
155,9/12/2022 13:01,9/12/2022 13:01,s3728192@student.rmit.edu.au,Hina Linda,Hina Linda,s3728192,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
156,9/12/2022 13:21,9/12/2022 13:24,s7766554@student.rmit.edu.au,Jim Mowing,Jim Mowing,s7766554,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
157,9/12/2022 13:24,9/12/2022 13:27,s5544445@student.rmit.edu.au,Fled Smithers,Fled Smithers,s5544445,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
158,9/12/2022 13:45,9/12/2022 13:47,s7388890@student.rmit.edu.au,Homer Van,Homer Van,s7388890,WRK03/04,,Desktop-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
159,9/12/2022 13:54,9/12/2022 13:56,s6655352@student.rmit.edu.au,Marge Van,Marge Van,s6655352,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
160,9/12/2022 14:01,9/12/2022 14:11,s1122121@student.rmit.edu.au,Lisa Rhythm,Lisa Rhythm,s1122121,WRK02/03,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
161,9/12/2022 14:23,9/12/2022 14:37,s1090897@student.rmit.edu.au,Bart Skater,Bart Skater,s1090897,WRK02/03,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
162,9/11/2022 15:47,9/11/2022 15:47,s9989878@student.rmit.edu.au,Eren Bagel,Eren Bagel,s9989878,WRK01/02,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
163,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
164,9/12/2022 11:30,9/12/2022 11:35,s9121281@student.rmit.edu.au,Jerry Sling,Jerry Sling,s9121281,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
165,9/12/2022 12:15,9/12/2022 12:15,s8877263@student.rmit.edu.au,Aaden Zizi,Aaden Zizi,s8877263,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
166,9/12/2022 12:45,9/12/2022 12:48,s8377362@student.rmit.edu.au,Ronald Big,Ronald Big,s8377362,WRK03/04,"s8377362,s9384928",Desktop-app;,C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
167,9/12/2022 13:01,9/12/2022 13:01,s3728192@student.rmit.edu.au,Hina Linda,Hina Linda,s3728192,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
168,9/12/2022 13:21,9/12/2022 13:24,s7766554@student.rmit.edu.au,Jim Mowing,Jim Mowing,s7766554,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
169,9/12/2022 13:24,9/12/2022 13:27,s5544445@student.rmit.edu.au,Fled Smithers,Fled Smithers,s5544445,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
170,9/12/2022 13:45,9/12/2022 13:47,s7388890@student.rmit.edu.au,Homer Van,Homer Van,s7388890,WRK03/04,,Desktop-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
171,9/12/2022 13:54,9/12/2022 13:56,s6655352@student.rmit.edu.au,Marge Van,Marge Van,s6655352,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
172,9/12/2022 14:01,9/12/2022 14:11,s1122121@student.rmit.edu.au,Lisa Rhythm,Lisa Rhythm,s1122121,WRK02/03,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
173,9/12/2022 14:23,9/12/2022 14:37,s1090897@student.rmit.edu.au,Bart Skater,Bart Skater,s1090897,WRK02/03,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
174,9/12/2022 15:35,9/12/2022 15:50,s7654321@student.rmit.edu.au,Yeona Cue,Yeona Cue,s7654321,WRK01/02,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
175,9/11/2022 15:47,9/11/2022 15:47,s9989878@student.rmit.edu.au,Eren Bagel,Eren Bagel,s9989878,WRK01/02,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
176,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
177,9/12/2022 11:30,9/12/2022 11:35,s9121281@student.rmit.edu.au,Jerry Sling,Jerry Sling,s9121281,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
178,9/12/2022 12:15,9/12/2022 12:15,s8877263@student.rmit.edu.au,Aaden Zizi,Aaden Zizi,s8877263,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
179,9/12/2022 12:45,9/12/2022 12:48,s8377362@student.rmit.edu.au,Ronald Big,Ronald Big,s8377362,WRK03/04,"s8377362,s9384928",Desktop-app;,C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
180,9/12/2022 13:01,9/12/2022 13:01,s3728192@student.rmit.edu.au,Hina Linda,Hina Linda,s3728192,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
181,9/12/2022 13:21,9/12/2022 13:24,s7766554@student.rmit.edu.au,Jim Mowing,Jim Mowing,s7766554,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
182,9/12/2022 13:24,9/12/2022 13:27,s5544445@student.rmit.edu.au,Fled Smithers,Fled Smithers,s5544445,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
183,9/12/2022 13:45,9/12/2022 13:47,s7388890@student.rmit.edu.au,Homer Van,Homer Van,s7388890,WRK03/04,,Desktop-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
